Time,Ask,Bid,AskVolume,BidVolume 
2015.01.02 04:18:35.085,1.2057,1.20566,1,1
2015.01.02 04:18:35.389,1.20565,1.20562,5.25,1.52
2015.01.02 04:18:35.542,1.20565,1.20561,6,2.67
2015.01.02 04:18:36.048,1.20564,1.20561,1,1
2015.01.02 04:18:39.343,1.20564,1.2056,1,2.29
2015.01.02 04:18:51.647,1.20564,1.20561,1,1
2015.01.02 04:18:55.411,1.20565,1.20561,6.37,1
2015.01.02 04:18:55.664,1.20567,1.20562,1.5,1.06
2015.01.02 04:18:56.470,1.20567,1.20563,1.5,1
2015.01.02 04:18:56.981,1.20567,1.20562,1.5,1.54
2015.01.02 04:18:58.571,1.20565,1.20562,5.62,1.06
2015.01.02 04:18:59.077,1.20565,1.2056,7.5,3.6
2015.01.02 04:19:33.992,1.20564,1.2056,1,2.85
2015.01.02 04:19:48.889,1.20564,1.2056,1,2.29
2015.01.02 04:20:03.454,1.20564,1.20559,1,2.67
2015.01.02 04:20:04.081,1.20565,1.20559,7.36,1.92
2015.01.02 04:20:04.623,1.20565,1.2056,7.17,1.87
2015.01.02 04:20:19.707,1.20567,1.20561,2.1,1
2015.01.02 04:20:20.010,1.20569,1.20566,1.06,1
2015.01.02 04:20:20.544,1.2057,1.20566,1.11,1
2015.01.02 04:20:44.808,1.20571,1.20566,2.51,1.5
2015.01.02 04:20:49.668,1.2057,1.20569,3.46,1.12
2015.01.02 04:20:49.921,1.20574,1.2057,1,5.62
2015.01.02 04:21:03.349,1.20574,1.2057,1.35,1
2015.01.02 04:21:03.861,1.20574,1.20569,4.76,1
2015.01.02 04:21:04.114,1.20574,1.20567,6.26,2.25
2015.01.02 04:21:12.771,1.20573,1.20567,1.54,2.25
2015.01.02 04:21:16.051,1.20573,1.20567,3.04,1.5
2015.01.02 04:21:16.152,1.20568,1.20565,1,1.54
2015.01.02 04:21:16.390,1.2057,1.20566,1.31,1.5
2015.01.02 04:21:16.643,1.20574,1.20566,2.29,3.97
2015.01.02 04:21:17.148,1.20574,1.20568,1.54,1
2015.01.02 04:21:18.605,1.20574,1.20567,2.29,1.54
2015.01.02 04:21:19.364,1.20574,1.20568,2.29,1
2015.01.02 04:21:20.017,1.20574,1.20567,2.29,1.54
2015.01.02 04:21:20.534,1.20574,1.20568,2.29,1
2015.01.02 04:21:22.126,1.20574,1.20567,2.29,1.06
2015.01.02 04:21:22.665,1.20574,1.20568,2.29,1
2015.01.02 04:21:23.895,1.20574,1.20567,2.29,1.54
2015.01.02 04:21:24.509,1.20574,1.20568,2.32,1.5
2015.01.02 04:21:29.225,1.20574,1.20569,1.08,1
2015.01.02 04:21:29.762,1.20574,1.2057,1.57,1.12
2015.01.02 04:21:30.268,1.20574,1.2057,1.31,1.12
2015.01.02 04:21:30.798,1.20575,1.20571,8.06,1
2015.01.02 04:21:31.210,1.20578,1.20575,3.7,1.5
2015.01.02 04:21:31.263,1.20581,1.20575,1.01,2.25
2015.01.02 04:21:32.929,1.2058,1.20576,1.05,1
2015.01.02 04:21:33.283,1.20583,1.20577,2.14,1.5
2015.01.02 04:21:33.787,1.20583,1.20577,1.91,1.5
2015.01.02 04:21:37.803,1.20583,1.20578,1.91,1
2015.01.02 04:22:06.388,1.2058,1.20578,1,1.5
2015.01.02 04:22:06.491,1.20579,1.20576,1.37,1.5
2015.01.02 04:22:08.696,1.20582,1.20577,1.92,1
2015.01.02 04:22:08.747,1.20583,1.20577,1.16,1
2015.01.02 04:22:09.258,1.20583,1.20578,1.16,1
2015.01.02 04:22:09.913,1.20583,1.20579,1.31,1
2015.01.02 04:22:11.343,1.20581,1.20579,1,1
2015.01.02 04:22:11.646,1.20581,1.20577,1,1.06
2015.01.02 04:22:11.748,1.20583,1.2058,2.48,1.12
2015.01.02 04:22:12.253,1.20583,1.20579,1,1
2015.01.02 04:22:13.526,1.20582,1.20579,1,1.87
2015.01.02 04:22:14.103,1.20582,1.2058,1,1.12
2015.01.02 04:22:14.742,1.20582,1.20579,1,2.55
2015.01.02 04:22:15.425,1.20582,1.2058,1,1.12
2015.01.02 04:22:16.465,1.20582,1.20579,1,2.55
2015.01.02 04:22:17.785,1.20582,1.2058,1,1.12
2015.01.02 04:22:19.629,1.20583,1.2058,1,1.12
2015.01.02 04:22:20.259,1.20582,1.2058,1,1.12
2015.01.02 04:22:21.233,1.20583,1.2058,2.25,1.12
2015.01.02 04:22:22.049,1.20582,1.2058,1,1.12
2015.01.02 04:22:24.891,1.20582,1.20579,1,1
2015.01.02 04:22:25.422,1.20582,1.20577,1,1.72
2015.01.02 04:22:37.462,1.20582,1.2058,1,1
2015.01.02 04:22:44.158,1.20583,1.2058,1.5,1.5
2015.01.02 04:22:54.254,1.20582,1.2058,1,1.5
2015.01.02 04:22:58.037,1.20582,1.20579,1,1.5
2015.01.02 04:23:01.071,1.20583,1.20579,1.5,1.5
2015.01.02 04:23:02.990,1.20583,1.20581,1,1
2015.01.02 04:23:03.243,1.20587,1.20584,1.06,1.5
2015.01.02 04:23:03.446,1.20585,1.20583,1.87,1.5
2015.01.02 04:23:03.599,1.20583,1.20581,1,1
2015.01.02 04:23:04.104,1.20583,1.20579,2.25,1.72
2015.01.02 04:23:04.621,1.20582,1.20579,1,1.72
2015.01.02 04:23:05.143,1.20582,1.20579,1,1.54
2015.01.02 04:23:38.741,1.20581,1.20577,1,2.7
2015.01.02 04:23:39.731,1.20582,1.20577,1.5,2.7
2015.01.02 04:23:41.200,1.20582,1.20577,2.25,2.47
2015.01.02 04:23:45.828,1.20581,1.20577,1,2.47
2015.01.02 04:23:46.777,1.20582,1.20577,2.25,2.47
2015.01.02 04:24:00.959,1.20581,1.20577,1,2.47
2015.01.02 04:24:01.479,1.20581,1.20577,1,2.25
2015.01.02 04:24:04.458,1.20582,1.20577,2.29,2.25
2015.01.02 04:24:13.759,1.20582,1.20576,2.48,1.54
2015.01.02 04:24:19.613,1.20581,1.20576,1,1.54
2015.01.02 04:24:24.906,1.20582,1.20576,2.48,1.54
2015.01.02 04:24:25.922,1.20581,1.20576,1,1.54
2015.01.02 04:24:26.836,1.2058,1.20575,1.69,1.72
2015.01.02 04:24:26.887,1.2058,1.20575,2.06,1.68
2015.01.02 04:24:27.092,1.20575,1.20573,1.5,1.06
2015.01.02 04:24:27.193,1.20575,1.20571,1.12,1
2015.01.02 04:24:27.345,1.20575,1.20573,1,1.5
2015.01.02 04:24:27.598,1.20578,1.20574,1.28,1
2015.01.02 04:24:28.103,1.20578,1.20574,1.06,1
2015.01.02 04:24:31.592,1.20578,1.20573,1.06,2.25
2015.01.02 04:24:46.997,1.20578,1.20575,1.54,1.5
2015.01.02 04:24:47.200,1.2058,1.20575,1.31,2.25
2015.01.02 04:24:52.804,1.20581,1.20575,1.54,3.42
2015.01.02 04:24:53.333,1.20582,1.20576,1.72,1
2015.01.02 04:24:53.837,1.20583,1.20577,1.39,2.25
2015.01.02 04:24:53.939,1.20583,1.20577,1.31,2.29
2015.01.02 04:25:23.274,1.20583,1.20578,1.31,1
2015.01.02 04:25:34.427,1.20583,1.20579,1.31,1
2015.01.02 04:25:43.058,1.20584,1.2058,1.31,1
2015.01.02 04:25:43.210,1.20585,1.20582,4.17,1
2015.01.02 04:25:43.413,1.2059,1.20584,3.82,1.69
2015.01.02 04:25:43.918,1.2059,1.20584,3.22,1.69
2015.01.02 04:25:44.120,1.20588,1.20584,2.02,1.5
2015.01.02 04:25:44.373,1.20586,1.20581,2.77,1.28
2015.01.02 04:25:44.525,1.20585,1.2058,4.5,1
2015.01.02 04:26:01.683,1.20585,1.20581,7.73,1
2015.01.02 04:26:01.884,1.20586,1.20583,1.08,1
2015.01.02 04:26:02.036,1.20587,1.20585,1.06,2.25
2015.01.02 04:26:02.087,1.2059,1.20585,2.29,1.5
2015.01.02 04:26:02.239,1.20591,1.20589,1,1
2015.01.02 04:26:02.340,1.20592,1.20587,1.06,1
2015.01.02 04:26:02.845,1.20592,1.20588,1.31,1
2015.01.02 04:26:03.661,1.2059,1.20588,1,1
2015.01.02 04:26:04.616,1.2059,1.20586,1,3.22
2015.01.02 04:26:06.601,1.20592,1.20586,1,2.47
2015.01.02 04:26:09.112,1.2059,1.20586,1,3.22
2015.01.02 04:26:09.618,1.20592,1.20585,1.25,2.1
2015.01.02 04:26:10.123,1.20593,1.20586,2.48,2.7
2015.01.02 04:26:41.183,1.20592,1.20587,1,1.72
2015.01.02 04:26:45.900,1.20593,1.20587,1.25,2.7
2015.01.02 04:26:46.552,1.20591,1.20587,1.5,1.95
2015.01.02 04:26:46.602,1.20591,1.20587,1.5,1
2015.01.02 04:26:46.653,1.20591,1.20585,2.25,2.62
2015.01.02 04:26:46.967,1.20587,1.20584,1,1.69
2015.01.02 04:26:47.170,1.20585,1.20582,2.25,1.37
2015.01.02 04:26:47.221,1.20588,1.20583,1.25,1
2015.01.02 04:26:47.323,1.20586,1.20584,1,1
2015.01.02 04:26:47.474,1.20585,1.2058,3,1.25
2015.01.02 04:26:47.626,1.20586,1.20582,1,1
2015.01.02 04:26:48.030,1.20585,1.2058,3,4.69
2015.01.02 04:26:49.909,1.20586,1.20582,3,1
2015.01.02 04:26:50.212,1.20586,1.20584,1,1
2015.01.02 04:26:58.109,1.20585,1.20582,6.75,1.28
2015.01.02 04:26:58.625,1.20585,1.20579,7.12,2.7
2015.01.02 04:26:58.881,1.20585,1.20579,6.37,2.65
2015.01.02 04:26:59.850,1.20585,1.20579,7.12,2.7
2015.01.02 04:27:00.666,1.20586,1.20581,4.12,1.43
2015.01.02 04:27:00.817,1.20586,1.20584,1,1
2015.01.02 04:27:00.868,1.20588,1.20584,1.54,1
2015.01.02 04:27:01.394,1.20589,1.20584,1,1.06
2015.01.02 04:27:04.527,1.20585,1.20583,1,1.28
2015.01.02 04:27:04.680,1.20585,1.20581,3.37,1.28
2015.01.02 04:27:05.224,1.20585,1.2058,4.12,3.59
2015.01.02 04:27:05.427,1.20585,1.20583,1,1
2015.01.02 04:27:05.478,1.20588,1.20583,1.28,1
2015.01.02 04:27:06.003,1.20588,1.20584,1,1
2015.01.02 04:27:06.513,1.20588,1.20583,1,1.06
2015.01.02 04:27:07.973,1.20587,1.20583,1,1.06
2015.01.02 04:27:08.922,1.20587,1.20584,1,1
2015.01.02 04:27:09.435,1.20588,1.20584,1,1.06
